YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,PRECTOTCORR_next,TS_next,RH2M_next,PS_next,WS1OM_next,WD1OM_next
1983,7,21,15.69,75.56,0.91,25.82,21.16,23.49,26.16,1.91,26.94,25.03,100.73,8.72,10.56,6.98,3.59,177.88,10.15,12.23,8.39,3.84,178.38,0.0,26.95,68.88,100.58,3.46,231.5
1983,7,22,14.65,68.88,0.0,26.34,20.07,23.2,26.95,4.8,28.93,24.13,100.58,3.46,7.07,1.09,5.98,231.5,4.32,8.47,1.22,7.26,232.5,0.36,27.01,72.69,100.71,3.65,139.38
1983,7,23,15.32,72.69,0.36,26.12,20.76,23.44,27.01,4.09,28.27,24.17,100.71,3.65,8.75,0.27,8.49,139.38,4.25,10.06,0.27,9.79,138.94,0.23,26.76,77.5,100.82,5.57,81.06
1983,7,24,16.3,77.5,0.23,26.1,21.83,23.97,26.76,2.62,27.46,24.84,100.82,5.57,7.59,2.67,4.92,81.06,6.53,8.83,3.16,5.66,81.5,7.49,25.87,75.75,100.94,9.59,349.19
1983,7,25,15.14,75.75,7.49,25.25,20.62,22.94,25.87,2.18,26.44,24.26,100.94,9.59,11.34,7.58,3.76,349.19,11.12,13.12,8.86,4.25,349.38,0.7,25.62,76.56,100.36,5.05,232.38
1983,7,26,15.2,76.56,0.7,25.08,20.61,22.84,25.62,2.99,26.77,23.78,100.36,5.05,8.64,2.11,6.53,232.38,5.96,10.05,2.77,7.28,232.25,0.09,25.26,78.5,100.05,6.76,311.94
1983,7,27,15.38,78.5,0.09,24.75,20.74,22.75,25.26,3.35,26.56,23.22,100.05,6.76,11.38,2.51,8.88,311.94,8.12,13.09,3.03,10.05,312.19,1.06,25.17,74.44,100.39,6.02,99.75
1983,7,28,14.16,74.44,1.06,24.35,19.48,21.91,25.17,2.88,25.93,23.05,100.39,6.02,8.29,4.65,3.64,99.75,6.94,9.59,5.54,4.05,99.69,0.5,25.61,69.69,100.7,5.54,119.0
1983,7,29,13.61,69.69,0.5,24.86,18.9,21.88,25.61,3.48,26.58,23.1,100.7,5.54,8.54,3.85,4.69,119.0,6.41,9.92,4.49,5.43,133.88,0.13,26.15,71.19,101.13,3.79,52.5
1983,7,30,14.16,71.19,0.13,25.26,19.6,22.43,26.15,3.66,27.05,23.4,101.13,3.79,4.8,2.7,2.09,52.5,4.39,5.81,3.12,2.7,52.62,0.0,26.75,66.56,101.36,2.99,84.88
1983,7,31,14.04,66.56,0.0,26.34,19.51,22.93,26.75,4.96,28.81,23.85,101.36,2.99,4.84,0.69,4.15,84.88,3.55,5.91,1.04,4.88,84.94,0.01,26.21,76.38,101.27,6.62,98.0
1983,8,1,15.75,76.38,0.01,25.86,21.31,23.58,26.21,2.97,27.52,24.55,101.27,6.62,10.36,4.06,6.29,98.0,7.76,12.05,5.02,7.03,98.38,0.22,25.74,81.38,100.92,7.6,214.06
1983,8,2,16.72,81.38,0.22,25.75,22.25,24.0,25.74,2.28,26.86,24.58,100.92,7.6,10.45,3.79,6.66,214.06,9.09,12.22,4.56,7.66,214.12,0.0,25.7,77.56,100.84,11.89,349.38
1983,8,3,15.44,77.56,0.0,25.21,20.92,23.07,25.7,1.97,26.1,24.14,100.84,11.89,15.83,7.16,8.66,349.38,14.0,18.8,8.68,10.12,349.62,1.08,26.33,73.5,100.86,7.36,128.56
1983,8,4,15.01,73.5,1.08,25.64,20.48,23.05,26.33,3.4,27.57,24.18,100.86,7.36,10.12,4.73,5.38,128.56,8.55,11.74,5.57,6.17,98.94,0.16,26.3,68.62,101.02,5.01,67.38
1983,8,5,13.55,68.62,0.16,25.12,18.89,22.01,26.3,2.3,26.48,24.18,101.02,5.01,7.23,3.43,3.8,67.38,5.66,8.51,3.55,4.96,66.94,0.0,26.37,68.69,101.3,4.12,61.94
1983,8,6,13.55,68.69,0.0,25.23,18.91,22.08,26.37,4.14,27.31,23.18,101.3,4.12,5.94,2.66,3.29,61.94,4.7,7.3,2.8,4.51,62.0,0.18,26.41,66.69,101.42,3.82,93.06
1983,8,7,13.49,66.69,0.18,25.62,18.87,22.25,26.41,4.15,27.69,23.54,101.42,3.82,4.95,2.95,2.0,93.06,4.38,5.51,3.38,2.13,93.62,0.0,26.63,66.06,101.23,3.17,113.94
1983,8,8,14.16,66.06,0.0,26.63,19.6,23.12,26.63,4.48,28.86,24.37,101.23,3.17,4.66,1.44,3.23,113.94,4.21,6.87,1.61,5.26,114.56,0.2,26.34,73.12,101.23,5.8,22.5
1983,8,9,15.14,73.12,0.2,25.98,20.59,23.28,26.34,3.93,28.21,24.28,101.23,5.8,7.57,3.63,3.94,22.5,6.82,8.7,4.34,4.36,23.31,0.0,26.51,70.94,100.81,4.89,56.94
1983,8,10,15.08,70.94,0.0,26.49,20.48,23.48,26.51,5.09,29.22,24.13,100.81,4.89,7.53,3.22,4.31,56.94,6.22,8.7,4.75,3.95,57.75,0.0,26.44,70.56,100.46,4.33,92.81
1983,8,11,15.14,70.56,0.0,26.44,20.44,23.44,26.44,3.89,28.46,24.57,100.46,4.33,6.59,2.86,3.73,92.81,5.41,7.7,3.96,3.74,93.25,0.0,26.65,76.12,100.51,7.03,166.44
1983,8,12,16.24,76.12,0.0,26.33,21.67,24.01,26.65,3.09,28.06,24.97,100.51,7.03,8.15,6.02,2.14,166.44,8.26,9.39,7.2,2.2,136.69,0.0,26.73,73.69,100.55,7.12,126.5
1983,8,13,15.75,73.69,0.0,26.37,21.17,23.77,26.73,3.49,28.62,25.13,100.55,7.12,8.47,5.86,2.61,126.5,8.34,9.91,6.62,3.29,111.56,0.01,27.54,72.81,100.53,3.94,122.19
1983,8,14,16.36,72.81,0.01,27.31,21.8,24.55,27.54,4.59,29.72,25.12,100.53,3.94,5.9,1.48,4.42,122.19,4.94,7.15,1.73,5.41,137.25,0.0,27.79,69.81,100.49,2.24,187.0
1983,8,15,15.81,69.81,0.0,27.45,21.2,24.33,27.79,5.07,30.05,24.98,100.49,2.24,4.35,0.29,4.06,187.0,2.73,5.26,0.5,4.77,186.38,0.07,26.3,74.0,101.1,14.15,342.5
1983,8,16,15.2,74.0,0.07,25.76,20.65,23.21,26.3,2.28,26.89,24.61,101.1,14.15,18.34,5.0,13.34,342.5,16.77,21.92,6.05,15.88,342.5,4.55,25.44,73.81,101.82,12.43,133.25
1983,8,17,13.67,73.81,4.55,24.12,19.15,21.63,25.44,1.77,24.85,23.08,101.82,12.43,18.21,7.44,10.77,133.25,14.43,21.68,8.9,12.78,133.5,6.29,24.56,63.56,101.58,3.88,91.0
1983,8,18,11.66,63.56,6.29,23.99,16.62,20.31,24.56,3.02,25.54,22.52,101.58,3.88,6.67,1.95,4.72,91.0,4.41,8.12,2.18,5.95,91.75,0.0,24.62,64.44,101.18,3.14,89.56
1983,8,19,11.72,64.44,0.0,23.76,16.63,20.2,24.62,2.98,25.62,22.64,101.18,3.14,5.09,1.26,3.84,89.56,3.55,6.09,1.35,4.73,104.06,0.01,24.75,70.12,100.93,3.2,202.75
1983,8,20,13.24,70.12,0.01,24.38,18.55,21.47,24.75,3.52,26.23,22.69,100.93,3.2,4.91,1.35,3.55,202.75,3.9,5.98,1.53,4.45,202.88,0.09,25.27,69.12,100.7,3.45,229.0
1983,8,21,13.85,69.12,0.09,25.42,19.12,22.27,25.27,5.06,28.2,23.14,100.7,3.45,7.98,0.68,7.3,229.0,4.46,10.12,1.13,8.99,227.38,0.72,24.56,75.0,101.1,8.42,153.75
1983,8,22,14.04,75.0,0.72,24.2,19.43,21.81,24.56,3.17,25.8,22.63,101.1,8.42,10.55,6.41,4.13,153.75,9.95,12.27,7.96,4.3,139.31,0.03,24.3,66.12,101.48,8.16,26.5
1983,8,23,11.78,66.12,0.03,23.53,16.76,20.15,24.3,2.16,24.8,22.65,101.48,8.16,10.02,6.34,3.68,26.5,9.35,11.87,6.91,4.95,26.75,1.48,23.03,65.56,101.59,10.73,15.31
1983,8,24,10.62,65.56,1.48,21.87,15.15,18.51,23.03,1.17,22.62,21.45,101.59,10.73,11.51,10.05,1.45,15.31,12.3,13.41,11.27,2.13,15.56,3.36,22.79,75.0,101.4,10.77,95.81
1983,8,25,10.93,75.0,3.36,20.21,15.56,17.88,22.79,3.81,21.9,18.08,101.4,10.77,12.23,9.62,2.6,95.81,12.12,13.43,10.98,2.45,96.06,0.77,23.54,71.31,101.48,5.12,40.5
1983,8,26,10.62,71.31,0.77,20.57,15.13,17.85,23.54,3.39,22.33,18.94,101.48,5.12,9.22,2.69,6.53,40.5,5.71,10.62,3.02,7.6,69.5,0.44,24.02,70.19,101.22,4.85,197.5
1983,8,27,11.84,70.19,0.44,22.55,16.76,19.65,24.02,5.02,25.04,20.02,101.22,4.85,6.3,2.93,3.37,197.5,5.45,7.3,3.32,3.98,198.81,1.2,24.27,70.44,100.84,5.3,108.0
1983,8,28,12.27,70.44,1.2,23.05,17.31,20.18,24.27,2.79,24.53,21.74,100.84,5.3,8.63,3.77,4.88,108.0,5.99,10.05,4.38,5.68,108.62,8.26,23.73,78.81,101.42,7.96,47.12
1983,8,29,13.18,78.81,8.26,22.37,18.51,20.44,23.73,1.98,23.37,21.39,101.42,7.96,9.35,6.02,3.33,47.12,9.12,10.38,7.35,3.03,77.12,0.0,23.79,73.12,101.66,5.43,125.31
1983,8,30,12.63,73.12,0.0,23.05,17.92,20.48,23.79,3.23,24.65,21.42,101.66,5.43,6.82,4.02,2.81,125.31,6.38,8.39,4.88,3.52,125.38,0.0,23.7,67.25,101.83,6.19,40.81
1983,8,31,11.72,67.25,0.0,23.26,16.7,19.98,23.7,3.2,25.05,21.84,101.83,6.19,8.36,5.49,2.87,40.81,7.3,10.06,6.14,3.92,41.06,0.0,23.28,65.12,102.1,7.55,19.44
1983,9,1,10.99,65.12,0.0,22.65,15.7,19.18,23.28,1.95,23.57,21.62,102.1,7.55,10.19,2.73,7.46,19.44,8.64,12.02,3.09,8.94,19.94,0.0,23.57,66.19,101.71,4.13,152.0
1983,9,2,11.23,66.19,0.0,22.73,16.05,19.39,23.57,3.67,25.16,21.5,101.71,4.13,9.24,1.04,8.2,152.0,4.66,10.83,1.06,9.77,165.56,0.0,23.51,66.12,101.64,7.75,9.12
1983,9,3,11.35,66.12,0.0,22.91,16.15,19.53,23.51,2.94,24.43,21.49,101.64,7.75,9.05,6.06,2.98,9.12,8.94,10.72,6.64,4.08,9.5,0.0,23.62,63.06,101.58,6.08,42.81
1983,9,4,10.86,63.06,0.0,23.01,15.44,19.23,23.62,3.19,24.79,21.59,101.58,6.08,8.28,4.8,3.47,42.81,7.02,9.75,5.48,4.27,43.62,0.54,23.49,76.31,101.29,4.84,83.38
1983,9,5,13.24,76.31,0.54,23.08,18.51,20.8,23.49,4.04,25.25,21.21,101.29,4.84,9.73,2.72,7.01,83.38,5.91,11.25,3.02,8.23,84.0,0.0,23.01,69.94,101.37,9.48,94.81
1983,9,6,11.6,69.94,0.0,22.3,16.51,19.4,23.01,1.45,23.08,21.62,101.37,9.48,11.09,6.99,4.09,94.81,10.89,12.92,8.49,4.43,80.12,0.0,23.42,74.38,101.03,3.66,162.12
1983,9,7,12.76,74.38,0.0,22.88,17.93,20.4,23.42,4.52,25.43,20.91,101.03,3.66,6.76,1.1,5.66,162.12,4.49,8.25,1.11,7.14,162.81,0.0,23.24,79.88,100.9,6.02,256.31
1983,9,8,13.61,79.88,0.0,22.68,18.87,20.77,23.24,3.85,24.39,20.54,100.9,6.02,11.04,1.02,10.02,256.31,7.04,13.02,1.1,11.92,255.88,0.01,23.16,78.75,101.21,8.26,293.94
1983,9,9,13.67,78.75,0.01,23.0,19.04,21.01,23.16,3.73,25.09,21.37,101.21,8.26,10.44,6.41,4.02,293.94,9.96,12.26,8.03,4.23,294.19,4.76,22.28,75.25,101.57,11.66,341.44
1983,9,10,11.84,75.25,4.76,21.37,16.83,19.1,22.28,0.92,21.79,20.87,101.57,11.66,13.79,8.83,4.95,341.44,13.55,16.23,10.53,5.7,326.69,0.15,22.67,65.19,101.56,4.88,98.81
1983,9,11,10.5,65.19,0.15,21.84,14.94,18.39,22.67,3.77,23.91,20.15,101.56,4.88,8.4,1.89,6.51,98.81,5.63,10.07,1.76,8.31,99.62,0.09,22.97,73.56,101.44,4.05,146.31
1983,9,12,12.15,73.56,0.09,22.2,17.21,19.71,22.97,3.99,24.55,20.56,101.44,4.05,7.34,0.94,6.4,146.31,4.69,8.52,1.33,7.19,146.69,0.89,21.95,72.75,101.82,7.48,36.56
1983,9,13,10.44,72.75,0.89,19.97,14.92,17.44,21.95,1.12,20.36,19.24,101.82,7.48,9.3,5.94,3.36,36.56,8.46,10.84,7.01,3.82,36.88,6.72,21.86,63.12,102.28,5.31,40.19
1983,9,14,9.09,63.12,6.72,20.13,12.88,16.51,21.86,3.16,21.75,18.58,102.28,5.31,7.43,2.81,4.62,40.19,6.03,8.84,3.14,5.7,40.88,0.0,21.97,64.81,102.16,3.8,137.19
1983,9,15,9.34,64.81,0.0,20.09,13.22,16.65,21.97,4.86,22.4,17.55,102.16,3.8,5.97,1.13,4.84,137.19,4.27,6.57,1.2,5.37,138.19,0.0,22.31,65.62,101.71,6.04,174.44
1983,9,16,10.56,65.62,0.0,21.88,15.08,18.48,22.31,3.62,23.75,20.13,101.71,6.04,7.19,4.86,2.33,174.44,7.05,8.09,5.84,2.24,175.31,0.0,22.3,64.38,101.5,3.11,201.69
1983,9,17,10.25,64.38,0.0,21.68,14.59,18.13,22.3,4.59,23.75,19.16,101.5,3.11,4.51,0.71,3.8,201.69,3.41,5.22,0.77,4.45,202.56,0.02,22.89,75.19,101.41,2.52,134.81
1983,9,18,12.15,75.19,0.02,21.93,17.25,19.59,22.89,4.45,24.29,19.84,101.41,2.52,3.78,0.77,3.0,134.81,2.86,4.39,0.83,3.57,133.94,2.51,22.27,75.75,101.74,7.07,20.94
1983,9,19,11.35,75.75,2.51,20.65,16.19,18.41,22.27,2.52,22.16,19.65,101.74,7.07,11.23,2.27,8.97,20.94,8.04,12.83,2.52,10.31,21.06,54.46,21.49,80.88,101.93,6.91,34.12
1983,9,20,10.99,80.88,54.46,19.12,15.76,17.44,21.49,2.16,19.83,17.68,101.93,6.91,10.18,4.54,5.64,34.12,7.86,11.62,5.47,6.16,34.81,3.11,21.81,80.94,101.73,6.5,85.88
1983,9,21,11.72,80.94,3.11,20.06,16.69,18.37,21.81,1.98,21.08,19.1,101.73,6.5,10.42,2.08,8.34,85.88,7.27,11.91,2.29,9.63,85.88,0.1,21.87,76.69,101.63,3.17,178.31
1983,9,22,11.6,76.69,0.1,20.79,16.55,18.67,21.87,3.64,22.48,18.84,101.63,3.17,5.59,0.45,5.14,178.31,3.46,5.97,0.49,5.48,178.88,0.06,22.06,70.5,101.49,2.91,84.56
1983,9,23,11.05,70.5,0.06,21.42,15.69,18.55,22.06,4.02,23.62,19.59,101.49,2.91,4.2,1.04,3.16,84.56,3.29,4.95,1.06,3.89,84.81,0.0,21.87,73.5,101.18,3.01,135.56
1983,9,24,11.6,73.5,0.0,21.46,16.49,18.98,21.87,3.74,23.4,19.67,101.18,3.01,4.73,0.62,4.12,135.56,3.4,5.59,0.66,4.94,136.62,0.16,21.83,81.62,101.11,3.87,154.75
1983,9,25,12.88,81.62,0.16,21.41,18.07,19.74,21.83,3.48,23.4,19.93,101.11,3.87,6.26,1.7,4.56,154.75,4.48,7.46,1.87,5.59,155.5,0.39,20.98,68.75,102.01,8.97,191.44
1983,9,26,9.4,68.75,0.39,19.25,13.32,16.28,20.98,2.59,20.54,17.95,102.01,8.97,12.92,2.32,10.6,191.44,10.29,15.09,2.6,12.49,191.44,7.69,20.76,67.25,102.25,4.77,272.88
1983,9,27,9.58,67.25,7.69,19.93,13.62,16.77,20.76,2.24,21.26,19.02,102.25,4.77,7.09,0.37,6.72,272.88,5.61,8.64,0.44,8.2,273.31,0.03,20.58,73.06,102.22,3.23,155.0
1983,9,28,10.19,73.06,0.03,19.67,14.64,17.15,20.58,2.94,21.08,18.14,102.22,3.23,4.87,2.62,2.25,155.0,3.59,5.81,2.66,3.16,155.38,0.13,20.55,75.69,101.89,3.91,179.38
1983,9,29,10.99,75.69,0.13,20.26,15.77,18.01,20.55,3.61,22.11,18.5,101.89,3.91,5.62,2.22,3.41,179.38,4.6,6.69,2.51,4.18,180.25,0.0,20.26,80.94,101.97,4.88,169.62
1983,9,30,11.41,80.94,0.0,19.8,16.37,18.08,20.26,3.07,21.4,18.34,101.97,4.88,6.79,2.95,3.84,169.62,5.66,7.66,3.35,4.31,169.94,0.0,20.35,85.56,101.62,5.56,157.12
1983,10,1,12.51,85.56,0.0,20.25,17.72,18.98,20.35,4.14,22.3,18.15,101.62,5.56,7.76,3.35,4.41,157.12,6.86,9.59,3.87,5.72,157.81,0.0,19.82,83.88,101.21,6.97,174.44
1983,10,2,11.6,83.88,0.0,19.31,16.48,17.9,19.82,2.6,20.87,18.26,101.21,6.97,9.7,3.98,5.72,174.44,8.25,11.19,4.67,6.52,174.69,0.72,19.15,77.31,101.67,9.14,29.62
1983,10,3,9.83,77.31,0.72,17.94,13.94,15.94,19.15,1.68,18.73,17.05,101.67,9.14,10.16,6.82,3.33,29.62,10.55,11.91,8.4,3.52,30.0,2.0,18.59,77.5,101.42,9.44,158.19
1983,10,4,9.22,77.5,2.0,16.94,12.97,14.95,18.59,4.41,18.48,14.06,101.42,9.44,15.16,6.2,8.95,158.19,10.84,17.41,6.62,10.79,158.88,1.9,17.81,75.5,102.03,7.65,176.62
1983,10,5,8.0,75.5,1.9,15.22,10.9,13.06,17.81,3.2,17.37,14.17,102.03,7.65,12.27,3.98,8.3,176.62,8.7,14.13,4.59,9.55,176.62,1.1,17.62,68.69,102.5,2.95,95.25
1983,10,6,7.45,68.69,1.1,15.76,9.99,12.87,17.62,3.48,17.05,13.57,102.5,2.95,3.8,2.09,1.72,95.25,3.24,4.36,2.32,2.04,95.62,0.0,18.28,73.94,102.56,6.68,195.75
1983,10,7,8.91,73.94,0.0,17.32,12.58,14.94,18.28,4.93,19.44,14.51,102.56,6.68,9.25,3.12,6.13,195.75,7.8,10.98,3.59,7.39,196.31,0.0,18.72,79.25,102.14,6.9,241.75
1983,10,8,10.13,79.25,0.0,18.22,14.45,16.33,18.72,4.22,20.55,16.33,102.14,6.9,9.12,2.62,6.51,241.75,8.21,11.06,2.96,8.1,242.19,0.0,18.33,82.38,102.13,3.2,176.5
1983,10,9,10.38,82.38,0.0,17.96,14.89,16.43,18.33,4.13,20.22,16.08,102.13,3.2,5.92,0.18,5.74,176.5,4.05,7.45,0.24,7.2,177.75,0.0,18.32,82.75,101.27,5.12,200.69
1983,10,10,11.11,82.75,0.0,18.88,15.76,17.32,18.32,5.74,22.3,16.56,101.27,5.12,6.45,1.93,4.53,200.69,6.95,8.45,2.8,5.65,201.38,0.44,17.35,79.81,101.4,9.59,230.62
1983,10,11,9.52,79.81,0.44,16.83,13.2,15.01,17.35,7.1,21.01,13.91,101.4,9.59,18.05,1.98,16.07,230.62,11.52,21.16,2.62,18.55,231.25,0.47,17.18,68.56,102.49,5.44,258.06
1983,10,12,7.75,68.56,0.47,16.31,10.44,13.37,17.18,3.39,17.98,14.58,102.49,5.44,7.47,1.59,5.88,258.06,6.47,9.36,1.8,7.56,258.5,0.0,17.57,76.25,101.53,8.05,175.5
1983,10,13,9.58,76.25,0.0,17.9,13.63,15.76,17.57,3.48,19.95,16.47,101.53,8.05,10.25,4.13,6.12,175.5,9.92,12.56,4.98,7.58,176.06,0.02,17.11,81.62,101.41,6.57,235.31
1983,10,14,9.58,81.62,0.02,16.71,13.52,15.12,17.11,2.81,18.11,15.3,101.41,6.57,10.25,1.95,8.3,235.31,7.66,12.34,2.18,10.16,235.5,7.63,16.49,72.19,102.65,9.84,49.31
1983,10,15,7.63,72.19,7.63,15.19,10.18,12.68,16.49,3.28,16.4,13.13,102.65,9.84,12.08,7.73,4.35,49.31,11.54,14.5,9.36,5.14,64.25,0.29,15.65,68.06,102.89,4.23,97.19
1983,10,16,6.71,68.06,0.29,14.3,8.44,11.37,15.65,3.52,15.94,12.42,102.89,4.23,7.38,2.16,5.23,97.19,4.9,9.0,2.2,6.8,97.81,0.0,15.83,74.06,102.28,3.98,166.94
1983,10,17,8.24,74.06,0.0,16.09,11.44,13.77,15.83,3.9,18.08,14.18,102.28,3.98,4.42,3.2,1.23,166.94,5.26,6.34,4.38,1.97,167.69,0.0,15.98,76.56,102.26,2.12,104.25
1983,10,18,8.36,76.56,0.0,15.73,11.61,13.67,15.98,3.12,17.28,14.15,102.26,2.12,2.93,1.64,1.29,104.25,2.38,3.78,1.59,2.2,105.19,0.0,16.21,77.38,102.5,2.07,121.5
1983,10,19,8.61,77.38,0.0,16.07,12.1,14.08,16.21,3.66,17.87,14.2,102.5,2.07,3.1,0.43,2.66,121.5,2.63,4.55,0.45,4.09,122.06,0.0,16.45,75.56,102.38,3.98,165.75
1983,10,20,8.91,75.56,0.0,17.0,12.61,14.8,16.45,3.9,19.07,15.17,102.38,3.98,5.86,2.91,2.95,165.75,5.38,7.76,3.34,4.42,166.12,0.0,16.5,73.06,102.12,5.89,154.12
1983,10,21,8.79,73.06,0.0,17.2,12.3,14.76,16.5,2.84,18.76,15.93,102.12,5.89,6.77,3.44,3.33,154.12,7.77,8.74,5.02,3.72,154.62,0.0,16.51,75.56,101.98,3.09,170.44
1983,10,22,9.03,75.56,0.0,17.07,12.69,14.88,16.51,4.28,19.08,14.8,101.98,3.09,3.87,2.13,1.73,170.44,4.26,5.61,2.76,2.85,171.12,0.34,16.5,84.81,102.04,3.53,218.25
1983,10,23,9.89,84.81,0.34,16.71,14.09,15.4,16.5,3.95,18.98,15.03,102.04,3.53,6.77,1.15,5.62,218.25,4.56,8.39,1.59,6.8,219.12,17.69,15.12,76.94,102.78,8.96,112.12
1983,10,24,6.96,76.94,17.69,12.78,8.84,10.81,15.12,3.34,15.27,11.94,102.78,8.96,14.6,4.03,10.57,112.12,10.3,17.04,4.72,12.31,112.38,1.09,15.01,69.62,102.85,4.75,91.81
1983,10,25,6.59,69.62,1.09,13.56,8.11,10.83,15.01,3.24,14.97,11.73,102.85,4.75,7.52,2.62,4.91,91.81,5.6,9.4,2.77,6.63,92.5,1.74,15.48,80.44,102.25,6.06,232.19
1983,10,26,8.48,80.44,1.74,15.15,11.8,13.48,15.48,4.61,17.14,12.53,102.25,6.06,8.49,1.56,6.93,232.19,7.34,9.86,2.02,7.84,232.88,0.38,14.78,84.06,102.24,4.93,208.69
1983,10,27,8.42,84.06,0.38,14.27,11.63,12.95,14.78,4.4,16.37,11.96,102.24,4.93,8.83,0.44,8.39,208.69,5.98,10.42,0.49,9.94,209.75,0.07,14.8,79.69,102.86,4.55,90.56
1983,10,28,7.93,79.69,0.07,14.36,10.9,12.63,14.8,1.86,15.38,13.52,102.86,4.55,7.91,2.23,5.68,90.56,5.34,9.25,2.59,6.66,90.94,0.0,15.47,90.0,102.18,6.53,181.38
1983,10,29,10.01,90.0,0.0,16.03,14.37,15.2,15.47,3.51,17.68,14.16,102.18,6.53,8.47,4.23,4.23,181.38,8.52,10.83,5.3,5.54,182.0,0.41,15.3,90.25,101.72,3.47,141.62
1983,10,30,9.64,90.25,0.41,15.26,13.68,14.48,15.3,1.23,16.04,14.8,101.72,3.47,6.73,1.09,5.65,141.62,4.48,9.32,1.38,7.94,141.69,0.15,15.14,89.75,101.46,4.42,213.44
1983,10,31,9.95,89.75,0.15,15.87,14.14,15.01,15.14,3.41,17.84,14.44,101.46,4.42,9.91,1.67,8.23,213.44,6.3,12.6,2.55,10.05,213.69,0.05,14.86,82.88,102.48,3.32,147.38
1983,11,1,8.42,82.88,0.05,14.62,11.72,13.17,14.86,3.07,16.42,13.35,102.48,3.32,6.8,0.2,6.59,147.38,4.05,8.23,0.45,7.77,162.69,0.97,14.48,81.31,102.77,3.33,74.62
1983,11,2,7.75,81.31,0.97,13.69,10.54,12.12,14.48,2.78,15.4,12.62,102.77,3.33,5.12,1.75,3.37,74.62,3.71,5.68,1.94,3.74,75.12,0.7,14.81,83.25,102.34,4.5,133.94
1983,11,3,8.18,83.25,0.7,14.22,11.36,12.79,14.81,3.66,16.22,12.56,102.34,4.5,6.59,0.91,5.67,133.94,5.4,8.1,1.16,6.95,134.5,8.95,13.93,67.0,103.18,10.48,181.69
1983,11,4,5.74,67.0,8.95,11.95,5.99,8.98,13.93,4.41,14.08,9.68,103.18,10.48,14.83,4.55,10.27,181.69,12.34,17.41,5.66,11.76,196.06,0.02,13.7,74.88,102.88,8.75,161.0
1983,11,5,6.84,74.88,0.02,12.73,8.36,10.55,13.7,6.17,15.05,8.88,102.88,8.75,11.92,4.2,7.73,161.0,10.36,14.1,4.77,9.33,161.88,0.03,13.96,81.44,102.24,3.45,135.81
1983,11,6,7.63,81.44,0.03,13.3,10.16,11.73,13.96,3.33,14.65,11.33,102.24,3.45,7.71,1.72,6.0,135.81,4.01,9.43,1.91,7.52,136.0,0.05,13.83,88.81,102.17,4.4,188.94
1983,11,7,8.79,88.81,0.05,14.24,12.4,13.32,13.83,3.4,16.5,13.1,102.17,4.4,5.85,1.93,3.92,188.94,5.77,8.11,2.56,5.55,189.62,0.14,13.36,83.81,102.6,4.59,75.81
1983,11,8,7.63,83.81,0.14,12.98,10.26,11.62,13.36,1.72,13.91,12.2,102.6,4.59,6.62,2.77,3.84,75.81,5.4,8.22,3.2,5.02,75.69,0.0,13.45,86.94,102.54,5.01,157.19
1983,11,9,8.18,86.94,0.0,13.45,11.33,12.39,13.45,3.8,15.12,11.32,102.54,5.01,6.59,2.95,3.63,157.19,6.27,8.61,3.37,5.24,158.06,0.02,13.84,88.19,101.77,3.88,191.25
1983,11,10,8.42,88.19,0.02,13.62,11.68,12.65,13.84,3.35,15.37,12.03,101.77,3.88,6.83,0.8,6.03,191.25,4.77,8.71,0.92,7.79,192.0,0.03,13.42,84.56,101.54,2.93,142.88
1983,11,11,7.87,84.56,0.03,13.14,10.6,11.87,13.42,2.21,14.19,11.98,101.54,2.93,4.85,0.62,4.23,142.88,3.47,6.27,0.63,5.64,143.25,0.0,14.28,91.75,100.68,7.88,179.62
1983,11,12,9.83,91.75,0.0,15.15,13.81,14.48,14.28,2.87,16.65,13.79,100.68,7.88,10.79,5.31,5.48,179.62,10.33,13.81,6.92,6.9,180.12,10.36,12.39,79.56,101.73,10.24,75.69
1983,11,13,5.86,79.56,10.36,9.35,5.97,7.66,12.39,8.11,14.83,6.72,101.73,10.24,17.69,2.8,14.89,75.69,11.85,20.6,3.12,17.48,75.69,0.6,12.51,78.44,102.07,2.74,172.31
1983,11,14,5.8,78.44,0.6,9.72,6.15,7.94,12.51,3.05,11.29,8.24,102.07,2.74,3.55,2.03,1.52,172.31,3.05,3.85,2.24,1.61,175.69,1.33,12.15,79.88,102.29,5.34,37.94
1983,11,15,5.8,79.88,1.33,9.57,6.27,7.92,12.15,1.88,10.62,8.75,102.29,5.34,7.2,0.98,6.22,37.94,6.05,7.88,1.02,6.85,38.38,0.74,12.76,83.69,101.67,7.16,172.75
1983,11,16,7.26,83.69,0.74,11.82,9.11,10.46,12.76,5.59,14.19,8.59,101.67,7.16,10.77,1.21,9.56,172.75,8.53,12.65,1.36,11.29,174.06,0.16,12.55,82.06,101.31,6.29,136.56
1983,11,17,6.84,82.06,0.16,11.51,8.52,10.02,12.55,2.38,12.89,10.51,101.31,6.29,9.99,1.42,8.57,136.56,7.27,12.03,1.52,10.5,137.0,0.15,12.43,89.5,101.2,4.5,145.81
